Unit,Events,Date,Landmark
KUM480,Landmark OUT,Sep 13 2024 03:42 PM,Plasticos Calibrados
KUM480,Landmark OUT,Sep 13 2024 03:31 PM,AAApapermet
KUM480,Landmark IN,Sep 13 2024 03:29 PM,AAApapermet
KUM480,Landmark OUT,Sep 13 2024 03:27 PM,La Maravilla
KUM480,Landmark IN,Sep 13 2024 03:25 PM,La Maravilla
KUM480,Landmark OUT,Sep 13 2024 03:23 PM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 13 2024 03:20 PM,Alexander Chacon
KUM480,Landmark IN,Sep 13 2024 03:20 PM,Velasquez Rodas Fabio Velquimicos 
KUM480,Ignition ON,Sep 13 2024 03:12 PM,
KUM480,Ignition ON,Sep 13 2024 02:39 PM,
KUM480,Ignition ON,Sep 13 2024 02:09 PM,
KUM480,Landmark OUT,Sep 13 2024 02:04 PM,INDUFLEX LTDA
KUM480,Landmark IN,Sep 13 2024 02:03 PM,INDUFLEX LTDA
KUM480,Ignition ON,Sep 13 2024 02:02 PM,
KUM480,Ignition ON,Sep 13 2024 01:44 PM,
KUM480,Ignition ON,Sep 13 2024 01:10 PM,
KUM480,Ignition ON,Sep 13 2024 12:31 PM,
KUM480,Ignition ON,Sep 13 2024 12:13 PM,
KUM480,Ignition ON,Sep 13 2024 11:42 AM,
KUM480,Landmark OUT,Sep 13 2024 11:26 AM,Alexander Chacon
KUM480,Landmark IN,Sep 13 2024 11:24 AM,Alexander Chacon
KUM480,Ignition ON,Sep 13 2024 11:20 AM,BALQUIMIA SAS
KUM480,Ignition ON,Sep 13 2024 11:13 AM,BALQUIMIA SAS
KUM480,Landmark IN,Sep 13 2024 11:10 AM,BALQUIMIA SAS
KUM480,Geofence OUT,Sep 13 2024 11:08 AM,ZONA DE TARROS
KUM480,Geofence IN,Sep 13 2024 11:04 AM,ZONA DE TARROS
KUM480,Geofence OUT,Sep 13 2024 10:49 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 13 2024 10:43 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 13 2024 10:41 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 13 2024 10:23 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 13 2024 10:23 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 13 2024 10:23 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 13 2024 10:23 AM,
KUM480,Geofence OUT,Sep 13 2024 09:09 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 13 2024 09:09 AM,ingreso y salida de  brentag 
KUM480,Geofence IN,Sep 13 2024 09:00 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 13 2024 09:00 AM,
KUM480,Geofence OUT,Sep 13 2024 08:26 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 13 2024 08:26 AM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 13 2024 08:26 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 13 2024 08:22 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 13 2024 08:01 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 13 2024 08:01 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 13 2024 07:58 AM,Cajero Bancol Lloreda
KUM480,Landmark IN,Sep 13 2024 07:56 AM,Cajero Bancol Lloreda
KUM480,Ignition ON,Sep 13 2024 07:45 AM,
KUM480,Ignition ON,Sep 13 2024 07:25 AM,
KUM480,Ignition ON,Sep 13 2024 07:20 AM,
KUM480,Ignition ON,Sep 13 2024 07:17 AM,
KUM480,Landmark OUT,Sep 13 2024 06:52 AM,Alpopular Bodegas
KUM480,Landmark IN,Sep 13 2024 06:50 AM,Alpopular Bodegas
KUM480,Geofence IN,Sep 13 2024 06:49 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 13 2024 06:45 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 13 2024 06:40 AM,Parmalat Colombia LTDA
KUM480,Landmark IN,Sep 13 2024 06:38 AM,Parmalat Colombia LTDA
KUM480,Landmark OUT,Sep 13 2024 06:35 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 13 2024 06:33 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 13 2024 06:30 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 13 2024 06:18 AM,La Maravilla
KUM480,Landmark IN,Sep 13 2024 06:15 AM,La Maravilla
KUM480,Landmark OUT,Sep 13 2024 05:47 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 13 2024 05:47 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 13 2024 05:47 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 12 2024 08:37 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 12 2024 07:18 PM,Anillo V Coronado
KUM480,Landmark IN,Sep 12 2024 07:15 PM,Anillo V Coronado
KUM480,Geofence OUT,Sep 12 2024 07:00 PM,PEAJE EL CERRITO 
KUM480,Geofence IN,Sep 12 2024 06:58 PM,PEAJE EL CERRITO 
KUM480,Geofence OUT,Sep 12 2024 06:37 PM,Ruta 5 Brenntag Buga
KUM480,Geofence IN,Sep 12 2024 06:30 PM,Ruta 5 Brenntag Buga
KUM480,Landmark OUT,Sep 12 2024 06:10 PM,Peaje Betania
KUM480,Landmark IN,Sep 12 2024 06:08 PM,Peaje Betania
KUM480,Geofence OUT,Sep 12 2024 06:06 PM,EDS San Pedro
KUM480,Geofence IN,Sep 12 2024 06:04 PM,EDS San Pedro
KUM480,Geofence OUT,Sep 12 2024 05:54 PM,Ruta 5 Brenntag Tulua
KUM480,Geofence IN,Sep 12 2024 05:50 PM,Ruta 5 Brenntag Tulua
KUM480,Geofence OUT,Sep 12 2024 05:39 PM,Ruta 6 Brenntag Bugalagrande
KUM480,Geofence IN,Sep 12 2024 05:37 PM,Ruta 6 Brenntag Bugalagrande
KUM480,Geofence OUT,Sep 12 2024 05:23 PM,Ruta 7 Brenntag La Paila
KUM480,Landmark OUT,Sep 12 2024 05:23 PM,COLOMBINA S.A. LA PAILA
KUM480,Landmark IN,Sep 12 2024 05:21 PM,COLOMBINA S.A. LA PAILA
KUM480,Geofence IN,Sep 12 2024 05:19 PM,Ruta 7 Brenntag La Paila
KUM480,Ignition ON,Sep 12 2024 04:29 PM,
KUM480,Geofence OUT,Sep 12 2024 04:03 PM,PEAJE CERRITOS RISARALDA
KUM480,Landmark OUT,Sep 12 2024 04:03 PM,Terpel Cerritos
KUM480,Geofence IN,Sep 12 2024 04:01 PM,PEAJE CERRITOS RISARALDA
KUM480,Landmark IN,Sep 12 2024 04:01 PM,Terpel Cerritos
KUM480,Landmark IN,Sep 12 2024 03:34 PM,Resiplas de Colombia
KUM480,Landmark OUT,Sep 12 2024 03:26 PM,Resiplas de Colombia
KUM480,Ignition ON,Sep 12 2024 02:53 PM,
KUM480,Geofence OUT,Sep 12 2024 12:54 PM,Ruta 12 Brenntag Manizales
KUM480,Landmark OUT,Sep 12 2024 12:49 PM,Parq La Manuela
KUM480,Landmark IN,Sep 12 2024 12:48 PM,Parq La Manuela
KUM480,Landmark OUT,Sep 12 2024 12:39 PM,C&SUPER DE ALIMENTOS SA
KUM480,Ignition ON,Sep 12 2024 12:36 PM,C&SUPER DE ALIMENTOS SA
KUM480,Landmark OUT,Sep 12 2024 12:20 PM,PLANTA SUPER DE ALIMENTOS
KUM480,Ignition ON,Sep 12 2024 12:15 PM,PLANTA SUPER DE ALIMENTOS
KUM480,Ignition ON,Sep 12 2024 11:59 AM,PLANTA SUPER DE ALIMENTOS
KUM480,Landmark IN,Sep 12 2024 11:54 AM,PLANTA SUPER DE ALIMENTOS
KUM480,Ignition ON,Sep 12 2024 11:51 AM,C&SUPER DE ALIMENTOS SA
KUM480,Ignition ON,Sep 12 2024 11:34 AM,C&SUPER DE ALIMENTOS SA
KUM480,Ignition ON,Sep 12 2024 11:15 AM,C&SUPER DE ALIMENTOS SA
KUM480,Ignition ON,Sep 12 2024 11:13 AM,C&SUPER DE ALIMENTOS SA
KUM480,Landmark IN,Sep 12 2024 11:09 AM,C&SUPER DE ALIMENTOS SA
KUM480,Ignition ON,Sep 12 2024 11:04 AM,PLANTA SUPER DE ALIMENTOS
KUM480,Landmark OUT,Sep 12 2024 10:54 AM,C&SUPER DE ALIMENTOS SA
KUM480,Ignition ON,Sep 12 2024 10:53 AM,C&SUPER DE ALIMENTOS SA
KUM480,Landmark IN,Sep 12 2024 10:43 AM,C&SUPER DE ALIMENTOS SA
KUM480,Geofence IN,Sep 12 2024 10:40 AM,Ruta 12 Brenntag Manizales
KUM480,Ignition ON,Sep 12 2024 10:25 AM,
KUM480,Ignition ON,Sep 12 2024 10:14 AM,
KUM480,Ignition ON,Sep 12 2024 10:07 AM,
KUM480,Ignition ON,Sep 12 2024 09:56 AM,
KUM480,Ignition ON,Sep 12 2024 09:10 AM,
KUM480,Ignition ON,Sep 12 2024 08:59 AM,
KUM480,Ignition ON,Sep 12 2024 08:49 AM,
KUM480,Geofence OUT,Sep 12 2024 07:23 AM,Ruta 12 Brenntag Manizales
KUM480,Landmark OUT,Sep 12 2024 07:05 AM,Parq La Manuela
KUM480,Landmark IN,Sep 12 2024 07:03 AM,Parq La Manuela
KUM480,Geofence IN,Sep 12 2024 06:56 AM,Ruta 12 Brenntag Manizales
KUM480,Geofence OUT,Sep 12 2024 03:11 AM,Ruta 7 Brenntag La Paila
KUM480,Landmark OUT,Sep 12 2024 03:11 AM,COLOMBINA S.A. LA PAILA
KUM480,Geofence IN,Sep 12 2024 03:09 AM,Ruta 7 Brenntag La Paila
KUM480,Landmark IN,Sep 12 2024 03:09 AM,COLOMBINA S.A. LA PAILA
KUM480,Geofence OUT,Sep 12 2024 02:55 AM,Ruta 6 Brenntag Bugalagrande
KUM480,Geofence IN,Sep 12 2024 02:51 AM,Ruta 6 Brenntag Bugalagrande
KUM480,Geofence OUT,Sep 12 2024 02:40 AM,Ruta 5 Brenntag Tulua
KUM480,Geofence IN,Sep 12 2024 02:39 AM,Ruta 5 Brenntag Tulua
KUM480,Landmark OUT,Sep 12 2024 02:23 AM,Peaje Betania
KUM480,Landmark IN,Sep 12 2024 02:21 AM,Peaje Betania
KUM480,Geofence OUT,Sep 12 2024 02:17 AM,Ruta 5 Brenntag Buga
KUM480,Geofence IN,Sep 12 2024 01:59 AM,Ruta 5 Brenntag Buga
KUM480,Landmark OUT,Sep 12 2024 12:26 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 12 2024 12:24 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 12 2024 12:24 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 11 2024 06:29 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 11 2024 05:34 PM,Cosmeticos Janny S.A.S.
KUM480,Landmark IN,Sep 11 2024 05:31 PM,Cosmeticos Janny S.A.S.
KUM480,Geofence OUT,Sep 11 2024 05:10 PM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 11 2024 05:05 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 11 2024 05:05 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 11 2024 05:01 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 11 2024 03:52 PM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 11 2024 03:52 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 11 2024 03:52 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 11 2024 03:51 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 11 2024 03:46 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 11 2024 02:46 PM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 11 2024 02:46 PM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 11 2024 02:46 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 11 2024 02:42 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 11 2024 01:19 PM,EcoEnvases (reenvases)
KUM480,Geofence IN,Sep 11 2024 01:19 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 11 2024 01:19 PM,Reenvases
KUM480,Landmark IN,Sep 11 2024 01:17 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Ignition ON,Sep 11 2024 01:16 PM,Reenvases
KUM480,Landmark OUT,Sep 11 2024 01:11 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Geofence IN,Sep 11 2024 01:11 PM,EcoEnvases (reenvases)
KUM480,Landmark OUT,Sep 11 2024 01:11 PM,PRODUCTOS DIFFER
KUM480,Ignition ON,Sep 11 2024 01:11 PM,PRODUCTOS DIFFER
KUM480,Geofence OUT,Sep 11 2024 01:11 PM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 11 2024 01:11 PM,PRODUCTOS DIFFER
KUM480,Ignition ON,Sep 11 2024 01:03 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Geofence IN,Sep 11 2024 12:38 PM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 11 2024 12:38 PM,Reenvases
KUM480,Ignition ON,Sep 11 2024 12:37 PM,Rest Casero
KUM480,Landmark IN,Sep 11 2024 12:29 PM,Rest Casero
KUM480,Landmark OUT,Sep 11 2024 12:28 PM,Quimicol Ltda
KUM480,Landmark OUT,Sep 11 2024 12:28 PM,Quimicol Ltda
KUM480,Landmark IN,Sep 11 2024 12:26 PM,Quimicol Ltda
KUM480,Ignition ON,Sep 11 2024 12:21 PM,Clarenst
KUM480,Ignition ON,Sep 11 2024 12:14 PM,Clarenst
KUM480,Ignition ON,Sep 11 2024 11:23 AM,Clarenst
KUM480,Ignition ON,Sep 11 2024 10:53 AM,Clarenst
KUM480,Landmark IN,Sep 11 2024 10:49 AM,Ecotechs
KUM480,Ignition ON,Sep 11 2024 10:46 AM,Empaques Flexibles SA
KUM480,Landmark IN,Sep 11 2024 10:25 AM,Empaques Flexibles SA
KUM480,Landmark OUT,Sep 11 2024 10:21 AM,BSN MEDICAL LTDA
KUM480,Landmark IN,Sep 11 2024 10:19 AM,BSN MEDICAL LTDA
KUM480,Geofence OUT,Sep 11 2024 10:16 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 11 2024 10:16 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 11 2024 10:12 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 11 2024 09:35 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 11 2024 09:02 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 11 2024 09:02 AM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 11 2024 09:02 AM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 11 2024 09:00 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 11 2024 08:49 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 11 2024 08:06 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 11 2024 08:06 AM,ingreso y salida de  brentag 
KUM480,Geofence OUT,Sep 11 2024 08:03 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 11 2024 08:03 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 11 2024 06:13 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 11 2024 06:13 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 11 2024 06:09 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 11 2024 06:07 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 11 2024 06:04 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 11 2024 05:26 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 11 2024 05:25 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 11 2024 05:25 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 10 2024 06:52 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 10 2024 06:30 PM,Papeles del Cauca PDC
KUM480,Ignition ON,Sep 10 2024 06:28 PM,Punto de Prueba 2
KUM480,Ignition ON,Sep 10 2024 06:26 PM,Punto de Prueba 2
KUM480,Landmark IN,Sep 10 2024 06:23 PM,Punto de Prueba 2
KUM480,Ignition ON,Sep 10 2024 06:21 PM,Papeles del Cauca PDC
KUM480,Ignition ON,Sep 10 2024 05:39 PM,Papeles del Cauca PDC
KUM480,Landmark OUT,Sep 10 2024 05:35 PM,Punto de Prueba 2
KUM480,Ignition ON,Sep 10 2024 05:32 PM,Punto de Prueba 2
KUM480,Landmark IN,Sep 10 2024 05:27 PM,Papeles del Cauca PDC
KUM480,Landmark OUT,Sep 10 2024 04:42 PM,Cosmeticos Janny S.A.S.
KUM480,Landmark IN,Sep 10 2024 04:41 PM,Cosmeticos Janny S.A.S.
KUM480,Geofence OUT,Sep 10 2024 04:29 PM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 10 2024 04:26 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 10 2024 04:26 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 04:23 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 10 2024 04:01 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 10 2024 04:01 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 10 2024 04:00 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 10 2024 03:56 PM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 10 2024 03:56 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 10 2024 03:29 PM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 10 2024 03:26 PM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 10 2024 03:26 PM,ingreso y salida de  brentag 
KUM480,Landmark IN,Sep 10 2024 03:26 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 03:26 PM,Industrias Lember                                 
KUM480,Geofence OUT,Sep 10 2024 02:59 PM,EcoEnvases (reenvases)
KUM480,Geofence IN,Sep 10 2024 02:59 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 10 2024 02:59 PM,Reenvases
KUM480,Landmark IN,Sep 10 2024 02:56 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Ignition ON,Sep 10 2024 02:56 PM,Reenvases
KUM480,Ignition ON,Sep 10 2024 02:53 PM,Reenvases
KUM480,Ignition ON,Sep 10 2024 02:45 PM,Reenvases
KUM480,Geofence IN,Sep 10 2024 02:37 PM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 10 2024 02:37 PM,Reenvases
KUM480,Landmark OUT,Sep 10 2024 02:35 PM,Quimicol Ltda
KUM480,Landmark IN,Sep 10 2024 02:33 PM,Quimicol Ltda
KUM480,Geofence IN,Sep 10 2024 02:31 PM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 02:13 PM,
KUM480,Ignition ON,Sep 10 2024 02:00 PM,
KUM480,Ignition ON,Sep 10 2024 01:55 PM,
KUM480,Ignition ON,Sep 10 2024 01:29 PM,
KUM480,Ignition ON,Sep 10 2024 12:23 PM,
KUM480,Landmark OUT,Sep 10 2024 11:52 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 10 2024 11:50 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark OUT,Sep 10 2024 11:47 AM,Ocampo A Reinel
KUM480,Landmark IN,Sep 10 2024 11:45 AM,Ocampo A Reinel
KUM480,Ignition ON,Sep 10 2024 11:41 AM,
KUM480,Ignition ON,Sep 10 2024 11:34 AM,
KUM480,Landmark OUT,Sep 10 2024 11:31 AM, PRODUCTOS RINCON
KUM480,Landmark IN,Sep 10 2024 11:29 AM, PRODUCTOS RINCON
KUM480,Landmark OUT,Sep 10 2024 11:23 AM,Alexander Chacon
KUM480,Landmark OUT,Sep 10 2024 11:20 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 10 2024 11:20 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark OUT,Sep 10 2024 11:18 AM,Enlace Quimico
KUM480,Ignition ON,Sep 10 2024 11:16 AM,ESSENSALE
KUM480,Ignition ON,Sep 10 2024 10:22 AM,ESSENSALE
KUM480,Landmark IN,Sep 10 2024 10:11 AM,Enlace Quimico
KUM480,Geofence OUT,Sep 10 2024 09:53 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 10 2024 09:47 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 10 2024 09:47 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 09:45 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 10 2024 09:19 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 10 2024 09:18 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 08:41 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 08:33 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 10 2024 08:31 AM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 10 2024 08:30 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 10 2024 08:27 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 10 2024 08:25 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 10 2024 08:25 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 10 2024 07:38 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 10 2024 07:38 AM,ingreso y salida de  brentag 
KUM480,Landmark IN,Sep 10 2024 07:38 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 10 2024 07:34 AM,Industrias Lember                                 
KUM480,Geofence IN,Sep 10 2024 06:46 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 10 2024 06:46 AM,Reenvases
KUM480,Geofence OUT,Sep 10 2024 06:43 AM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 10 2024 06:43 AM,Parmalat Colombia LTDA
KUM480,Ignition ON,Sep 10 2024 06:43 AM,PRODUCTOS DIFFER S.A.S.
KUM480,Geofence IN,Sep 10 2024 06:28 AM,EcoEnvases (reenvases)
KUM480,Ignition ON,Sep 10 2024 06:26 AM,PRODUCTOS DIFFER S.A.S.
KUM480,Geofence OUT,Sep 10 2024 06:18 AM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 10 2024 06:18 AM,PRODUCTOS DIFFER S.A.S.
KUM480,Ignition ON,Sep 10 2024 06:16 AM,Reenvases
KUM480,Geofence IN,Sep 10 2024 06:07 AM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 10 2024 06:07 AM,Reenvases
KUM480,Landmark IN,Sep 10 2024 06:06 AM,Parmalat Colombia LTDA
KUM480,Landmark OUT,Sep 10 2024 06:02 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 10 2024 06:00 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 10 2024 05:57 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 10 2024 05:49 AM,La Maravilla
KUM480,Landmark OUT,Sep 10 2024 05:47 AM,Taller electrico Comega
KUM480,Landmark IN,Sep 10 2024 05:45 AM,Taller electrico Comega
KUM480,Landmark OUT,Sep 10 2024 05:25 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 10 2024 05:23 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 10 2024 05:23 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 09 2024 08:23 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 09 2024 07:04 PM,Anillo V Coronado
KUM480,Landmark IN,Sep 09 2024 07:01 PM,Anillo V Coronado
KUM480,Landmark OUT,Sep 09 2024 06:31 PM,BASCULA  EL CERRITO
KUM480,Landmark IN,Sep 09 2024 06:30 PM,BASCULA  EL CERRITO
KUM480,Geofence OUT,Sep 09 2024 06:12 PM,Ruta 5 Brenntag Buga
KUM480,Geofence IN,Sep 09 2024 06:04 PM,Ruta 5 Brenntag Buga
KUM480,Geofence OUT,Sep 09 2024 05:50 PM,PEAJE SAN PEDRO 
KUM480,Landmark OUT,Sep 09 2024 05:50 PM,Peaje Betania
KUM480,Geofence IN,Sep 09 2024 05:48 PM,PEAJE SAN PEDRO 
KUM480,Landmark IN,Sep 09 2024 05:48 PM,Peaje Betania
KUM480,Geofence OUT,Sep 09 2024 05:33 PM,Ruta 5 Brenntag Tulua
KUM480,Geofence IN,Sep 09 2024 05:31 PM,Ruta 5 Brenntag Tulua
KUM480,Geofence OUT,Sep 09 2024 05:19 PM,Ruta 6 Brenntag Bugalagrande
KUM480,Geofence IN,Sep 09 2024 05:17 PM,Ruta 6 Brenntag Bugalagrande
KUM480,Landmark OUT,Sep 09 2024 05:13 PM,Peaje La Uribe al Sur
KUM480,Landmark IN,Sep 09 2024 05:11 PM,Peaje La Uribe al Sur
KUM480,Geofence OUT,Sep 09 2024 05:03 PM,Ruta 7 Brenntag La Paila
KUM480,Ignition ON,Sep 09 2024 05:01 PM,
KUM480,Geofence IN,Sep 09 2024 04:10 PM,Ruta 7 Brenntag La Paila
KUM480,Ignition ON,Sep 09 2024 03:13 PM,
KUM480,Geofence OUT,Sep 09 2024 02:49 PM,PEAJE CERRITOS RISARALDA
KUM480,Landmark OUT,Sep 09 2024 02:49 PM,Terpel Cerritos
KUM480,Geofence IN,Sep 09 2024 02:48 PM,PEAJE CERRITOS RISARALDA
KUM480,Landmark IN,Sep 09 2024 02:48 PM,Terpel Cerritos
KUM480,Landmark OUT,Sep 09 2024 02:19 PM,Resiplas de Colombia
